state,subsystem,year,month,MWh
Sao Paulo,Sudeste/Centro-Oeste,2020,7,10206009.289
Parana,Sul,2020,7,2587338.903
Rio Grande do Sul,Sul,2020,7,2319296.164
Santa Catarina,Sul,2020,7,2072794.222
Alagoas,Nordeste,2020,8,290565.72
Bahia,Nordeste,2020,8,1953326.62
Ceara,Nordeste,2020,8,1017914.578
Maranhao,Nordeste,2020,8,660576.532
Pernambuco,Nordeste,2020,8,1134346.543
Piaui,Nordeste,2020,8,300642.86
Rio Grande do Norte,Nordeste,2020,8,458019.0
Sergipe,Nordeste,2020,8,282656.974
paraiba,Nordeste,2020,8,441804.077
Acre,Norte,2020,8,86563.11338776704
Amapa,Norte,2020,8,85797.439
Amazonas,Norte,2020,8,519956.59615067416
Para,Norte,2020,8,1619153.1825767923
Rondonia,Norte,2020,8,271078.4198847664
Tocantins,Norte,2020,8,204579.533
Distrito Federal,Sudeste/Centro-Oeste,2020,8,513624.0
Espirito Santo,Sudeste/Centro-Oeste,2020,8,812456.33
Goias,Sudeste/Centro-Oeste,2020,8,1420967.875
Mato Grosso do Sul,Sudeste/Centro-Oeste,2020,8,510784.13
Mato Grosso do Sul,Sudeste/Centro-Oeste,2020,8,800466.25
Minas Gerais,Sudeste/Centro-Oeste,2020,8,4832243.732
Rio de Janeiro,Sudeste/Centro-Oeste,2020,8,2960415.586
Sao Paulo,Sudeste/Centro-Oeste,2020,8,10719591.46
Parana,Sul,2020,8,2652280.532
Rio Grande do Sul,Sul,2020,8,2362432.596
Santa Catarina,Sul,2020,8,2095289.43
Alagoas,Nordeste,2020,9,306276.584
Bahia,Nordeste,2020,9,2077032.203
Ceara,Nordeste,2020,9,1052712.747
Maranhao,Nordeste,2020,9,677302.339
Pernambuco,Nordeste,2020,9,1160147.093
Piaui,Nordeste,2020,9,325854.32
Rio Grande do Norte,Nordeste,2020,9,485122.0
Sergipe,Nordeste,2020,9,296041.083
paraiba,Nordeste,2020,9,459409.979
Acre,Norte,2020,9,94557.83917855776
Amapa,Norte,2020,9,82885.99
Amazonas,Norte,2020,9,524995.23498784
Para,Norte,2020,9,1603090.0517275536
Rondonia,Norte,2020,9,291431.27910604863
Tocantins,Norte,2020,9,223879.333
Distrito Federal,Sudeste/Centro-Oeste,2020,9,520167.0
Espirito Santo,Sudeste/Centro-Oeste,2020,9,864449.347
Goias,Sudeste/Centro-Oeste,2020,9,1463864.622
Mato Grosso do Sul,Sudeste/Centro-Oeste,2020,9,538895.5
Mato Grosso do Sul,Sudeste/Centro-Oeste,2020,9,866830.569
Minas Gerais,Sudeste/Centro-Oeste,2020,9,4701369.957
Rio de Janeiro,Sudeste/Centro-Oeste,2020,9,3112446.753
Sao Paulo,Sudeste/Centro-Oeste,2020,9,11106811.21
Parana,Sul,2020,9,2742617.102
Rio Grande do Sul,Sul,2020,9,2316033.0
Santa Catarina,Sul,2020,9,2204852.252
Alagoas,Nordeste,2020,10,332391.953
Bahia,Nordeste,2020,10,2250669.493
Ceara,Nordeste,2020,10,1142008.413
Maranhao,Nordeste,2020,10,726073.265
Pernambuco,Nordeste,2020,10,1243890.027
Piaui,Nordeste,2020,10,357002.57
Rio Grande do Norte,Nordeste,2020,10,502056.0
Sergipe,Nordeste,2020,10,314489.65
paraiba,Nordeste,2020,10,493956.638
Acre,Norte,2020,10,94032.89015246432
Amapa,Norte,2020,10,88241.945
Amazonas,Norte,2020,10,523772.39932196855
Para,Norte,2020,10,1653692.4321014907
Rondonia,Norte,2020,10,296212.0204240764
Tocantins,Norte,2020,10,232692.977
Distrito Federal,Sudeste/Centro-Oeste,2020,10,565608.0
Espirito Santo,Sudeste/Centro-Oeste,2020,10,852071.511
Goias,Sudeste/Centro-Oeste,2020,10,1569814.466
Mato Grosso do Sul,Sudeste/Centro-Oeste,2020,10,566296.245
Mato Grosso do Sul,Sudeste/Centro-Oeste,2020,10,947157.693
Minas Gerais,Sudeste/Centro-Oeste,2020,10,5240759.297
Rio de Janeiro,Sudeste/Centro-Oeste,2020,10,3393962.613
Sao Paulo,Sudeste/Centro-Oeste,2020,10,11737612.805
Parana,Sul,2020,10,2906000.347
Rio Grande do Sul,Sul,2020,10,2329965.805
Santa Catarina,Sul,2020,10,2254611.702
Alagoas,Nordeste,2020,11,377389.415
Bahia,Nordeste,2020,11,1995955.405
Ceara,Nordeste,2020,11,1091471.337
Maranhao,Nordeste,2020,11,699673.539
Pernambuco,Nordeste,2020,11,1213289.582
Piaui,Nordeste,2020,11,352938.58
Rio Grande do Norte,Nordeste,2020,11,482090.0
Sergipe,Nordeste,2020,11,319713.512
paraiba,Nordeste,2020,11,512327.186
Acre,Norte,2020,11,93612.83718087977
Amapa,Norte,2020,11,83376.008
Amazonas,Norte,2020,11,501190.7629729226
Para,Norte,2020,11,1580268.4173927167
Rondonia,Norte,2020,11,276739.40745348093
Tocantins,Norte,2020,11,206750.139
Distrito Federal,Sudeste/Centro-Oeste,2020,11,544432.0
Espirito Santo,Sudeste/Centro-Oeste,2020,11,846478.391
Goias,Sudeste/Centro-Oeste,2020,11,1441493.341
Mato Grosso do Sul,Sudeste/Centro-Oeste,2020,11,525311.623
Mato Grosso do Sul,Sudeste/Centro-Oeste,2020,11,904893.089
Minas Gerais,Sudeste/Centro-Oeste,2020,11,4857917.999
Rio de Janeiro,Sudeste/Centro-Oeste,2020,11,3254219.37
Sao Paulo,Sudeste/Centro-Oeste,2020,11,11418747.303
Parana,Sul,2020,11,2880128.734
Rio Grande do Sul,Sul,2020,11,2424696.95
Santa Catarina,Sul,2020,11,2274424.046
Alagoas,Nordeste,2020,12,377681.795
Bahia,Nordeste,2020,12,2071142.248
Ceara,Nordeste,2020,12,1112178.015
Maranhao,Nordeste,2020,12,688992.999
Pernambuco,Nordeste,2020,12,1203361.0
Piaui,Nordeste,2020,12,356743.66
Rio Grande do Norte,Nordeste,2020,12,475494.0
Sergipe,Nordeste,2020,12,327218.763
paraiba,Nordeste,2020,12,510081.987
Acre,Norte,2020,12,93214.35405890385
Amapa,Norte,2020,12,85506.561
Amazonas,Norte,2020,12,474476.04105056217
Para,Norte,2020,12,1555046.8953546823
Rondonia,Norte,2020,12,302399.2625358515
Tocantins,Norte,2020,12,215475.789
Distrito Federal,Sudeste/Centro-Oeste,2020,12,518259.0
Espirito Santo,Sudeste/Centro-Oeste,2020,12,911064.599
Goias,Sudeste/Centro-Oeste,2020,12,1463339.821
Mato Grosso do Sul,Sudeste/Centro-Oeste,2020,12,563670.671
Mato Grosso do Sul,Sudeste/Centro-Oeste,2020,12,866205.778
Minas Gerais,Sudeste/Centro-Oeste,2020,12,4694334.777
Rio de Janeiro,Sudeste/Centro-Oeste,2020,12,3599914.976
Sao Paulo,Sudeste/Centro-Oeste,2020,12,11602166.233
Parana,Sul,2020,12,2946794.243
Rio Grande do Sul,Sul,2020,12,2562841.933
Santa Catarina,Sul,2020,12,2333256.581
Alagoas,Nordeste,2021,1,368713.592
Bahia,Nordeste,2021,1,2307961.995
Ceara,Nordeste,2021,1,1097673.545
Maranhao,Nordeste,2021,1,641048.519
Pernambuco,Nordeste,2021,1,1317539.0
Piaui,Nordeste,2021,1,325941.514
Rio Grande do Norte,Nordeste,2021,1,535677.0
Sergipe,Nordeste,2021,1,326570.203
paraiba,Nordeste,2021,1,507812.386
Acre,Norte,2021,1,87376.30614319466
Amapa,Norte,2021,1,90981.81
Amazonas,Norte,2021,1,431458.5720611181
Para,Norte,2021,1,1600329.885693561
Rondonia,Norte,2021,1,236081.24410212637
Tocantins,Norte,2021,1,192072.926
Distrito Federal,Sudeste/Centro-Oeste,2021,1,522106.0
Espirito Santo,Sudeste/Centro-Oeste,2021,1,937186.742
Goias,Sudeste/Centro-Oeste,2021,1,1350597.493
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,1,557996.763
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,1,749462.527
Minas Gerais,Sudeste/Centro-Oeste,2021,1,5109304.181
Rio de Janeiro,Sudeste/Centro-Oeste,2021,1,3511320.55
Sao Paulo,Sudeste/Centro-Oeste,2021,1,11939883.067
Parana,Sul,2021,1,2954564.64
Rio Grande do Sul,Sul,2021,1,2814697.539
Santa Catarina,Sul,2021,1,2328407.765
Alagoas,Nordeste,2021,2,369229.784
Bahia,Nordeste,2021,2,2174669.858
Ceara,Nordeste,2021,2,1049140.357
Maranhao,Nordeste,2021,2,612298.98
Pernambuco,Nordeste,2021,2,1240774.149
Piaui,Nordeste,2021,2,292132.502
Rio Grande do Norte,Nordeste,2021,2,507088.0
Sergipe,Nordeste,2021,2,314869.413
paraiba,Nordeste,2021,2,492508.891
Acre,Norte,2021,2,80909.73941737837
Amapa,Norte,2021,2,98958.467
Amazonas,Norte,2021,2,402272.56413964176
Para,Norte,2021,2,1516449.663401816
Rondonia,Norte,2021,2,236668.22504116385
Tocantins,Norte,2021,2,194402.755
Distrito Federal,Sudeste/Centro-Oeste,2021,2,510621.0
Espirito Santo,Sudeste/Centro-Oeste,2021,2,863494.499
Goias,Sudeste/Centro-Oeste,2021,2,1347748.805
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,2,517316.414
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,2,791542.081
Minas Gerais,Sudeste/Centro-Oeste,2021,2,4734986.802
Rio de Janeiro,Sudeste/Centro-Oeste,2021,2,3452740.137
Sao Paulo,Sudeste/Centro-Oeste,2021,2,11486391.821
Parana,Sul,2021,2,2844204.387
Rio Grande do Sul,Sul,2021,2,2738598.27
Santa Catarina,Sul,2021,2,2389289.68
Alagoas,Nordeste,2021,3,421049.991
Bahia,Nordeste,2021,3,2222090.397
Ceara,Nordeste,2021,3,1024444.968
Maranhao,Nordeste,2021,3,614322.344
Pernambuco,Nordeste,2021,3,1310438.592
Piaui,Nordeste,2021,3,300388.458
Rio Grande do Norte,Nordeste,2021,3,510391.0
Sergipe,Nordeste,2021,3,344441.285
paraiba,Nordeste,2021,3,504484.398
Acre,Norte,2021,3,79715.90107321179
Amapa,Norte,2021,3,92710.136
Amazonas,Norte,2021,3,452134.6545505483
Para,Norte,2021,3,1620529.3535151249
Rondonia,Norte,2021,3,235914.97786111495
Tocantins,Norte,2021,3,183872.773
Distrito Federal,Sudeste/Centro-Oeste,2021,3,512901.0
Espirito Santo,Sudeste/Centro-Oeste,2021,3,899993.31
Goias,Sudeste/Centro-Oeste,2021,3,1368508.965
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,3,563738.133
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,3,827515.738
Minas Gerais,Sudeste/Centro-Oeste,2021,3,5061234.305
Rio de Janeiro,Sudeste/Centro-Oeste,2021,3,3583540.277
Sao Paulo,Sudeste/Centro-Oeste,2021,3,12444223.249
Parana,Sul,2021,3,3026015.211
Rio Grande do Sul,Sul,2021,3,2699319.037
Santa Catarina,Sul,2021,3,2532555.655
Alagoas,Nordeste,2021,4,383050.032
Bahia,Nordeste,2021,4,2229399.706
Ceara,Nordeste,2021,4,1045751.77
Maranhao,Nordeste,2021,4,623698.098
Pernambuco,Nordeste,2021,4,1296626.145
Piaui,Nordeste,2021,4,307187.163
Rio Grande do Norte,Nordeste,2021,4,502849.0
Sergipe,Nordeste,2021,4,335156.873
paraiba,Nordeste,2021,4,491720.013
Acre,Norte,2021,4,80984.8071990687
Amapa,Norte,2021,4,97988.239
Amazonas,Norte,2021,4,469222.91812830785
Para,Norte,2021,4,1621210.1888566695
Rondonia,Norte,2021,4,258108.6658159541
Tocantins,Norte,2021,4,212713.29
Distrito Federal,Sudeste/Centro-Oeste,2021,4,538323.0
Espirito Santo,Sudeste/Centro-Oeste,2021,4,865260.871
Goias,Sudeste/Centro-Oeste,2021,4,1409628.894
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,4,575987.973
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,4,758897.101
Minas Gerais,Sudeste/Centro-Oeste,2021,4,5087759.785
Rio de Janeiro,Sudeste/Centro-Oeste,2021,4,3405541.82
Sao Paulo,Sudeste/Centro-Oeste,2021,4,11704462.807
Parana,Sul,2021,4,2963862.65
Rio Grande do Sul,Sul,2021,4,2691904.966
Santa Catarina,Sul,2021,4,2454124.316
Alagoas,Nordeste,2021,5,393905.771
Bahia,Nordeste,2021,5,2116260.585
Ceara,Nordeste,2021,5,1039072.46
Maranhao,Nordeste,2021,5,634273.86
Pernambuco,Nordeste,2021,5,1223606.23
Piaui,Nordeste,2021,5,320128.795
Rio Grande do Norte,Nordeste,2021,5,465583.0
Sergipe,Nordeste,2021,5,319752.922
paraiba,Nordeste,2021,5,471318.341
Acre,Norte,2021,5,77496.34175330114
Amapa,Norte,2021,5,91576.358
Amazonas,Norte,2021,5,485078.1256560659
Para,Norte,2021,5,1688529.410876732
Rondonia,Norte,2021,5,259598.33471390084
Tocantins,Norte,2021,5,212446.726
Distrito Federal,Sudeste/Centro-Oeste,2021,5,518947.0
Espirito Santo,Sudeste/Centro-Oeste,2021,5,871202.463
Goias,Sudeste/Centro-Oeste,2021,5,1417275.785
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,5,510356.652
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,5,771687.258
Minas Gerais,Sudeste/Centro-Oeste,2021,5,5026528.031
Rio de Janeiro,Sudeste/Centro-Oeste,2021,5,3106661.262
Sao Paulo,Sudeste/Centro-Oeste,2021,5,10958863.831
Parana,Sul,2021,5,2814562.698
Rio Grande do Sul,Sul,2021,5,2516268.59
Santa Catarina,Sul,2021,5,2249071.06
Alagoas,Nordeste,2021,6,344729.721
Bahia,Nordeste,2021,6,2133412.828
Ceara,Nordeste,2021,6,1088225.292
Maranhao,Nordeste,2021,6,660356.257
Pernambuco,Nordeste,2021,6,1202780.122
Piaui,Nordeste,2021,6,332988.14
Rio Grande do Norte,Nordeste,2021,6,484080.0
Sergipe,Nordeste,2021,6,302275.612
paraiba,Nordeste,2021,6,456773.698
Acre,Norte,2021,6,86764.785288228
Amapa,Norte,2021,6,96475.842
Amazonas,Norte,2021,6,499116.9994428836
Para,Norte,2021,6,1664743.8640484842
Rondonia,Norte,2021,6,261149.47322040395
Tocantins,Norte,2021,6,220840.667
Distrito Federal,Sudeste/Centro-Oeste,2021,6,534134.0
Espirito Santo,Sudeste/Centro-Oeste,2021,6,884022.722
Goias,Sudeste/Centro-Oeste,2021,6,1474551.601
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,6,488698.941
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,6,805581.202
Minas Gerais,Sudeste/Centro-Oeste,2021,6,4994938.805
Rio de Janeiro,Sudeste/Centro-Oeste,2021,6,2974093.323
Sao Paulo,Sudeste/Centro-Oeste,2021,6,10898785.909
Parana,Sul,2021,6,2734025.821
Rio Grande do Sul,Sul,2021,6,2382672.167
Santa Catarina,Sul,2021,6,2213764.719
Alagoas,Nordeste,2021,7,342253.323
Bahia,Nordeste,2021,7,2131956.08
Ceara,Nordeste,2021,7,1047335.818
Maranhao,Nordeste,2021,7,695640.923
Pernambuco,Nordeste,2021,7,1185446.129
Piaui,Nordeste,2021,7,333393.801
Rio Grande do Norte,Nordeste,2021,7,486327.0
Sergipe,Nordeste,2021,7,311283.869
paraiba,Nordeste,2021,7,471037.233
Acre,Norte,2021,7,75869.30604137499
Amapa,Norte,2021,7,94738.142
Amazonas,Norte,2021,7,501660.0672509237
Para,Norte,2021,7,1677712.6892333745
Rondonia,Norte,2021,7,254531.05647432661
Tocantins,Norte,2021,7,217246.291
Distrito Federal,Sudeste/Centro-Oeste,2021,7,501521.0
Espirito Santo,Sudeste/Centro-Oeste,2021,7,869763.19
Goias,Sudeste/Centro-Oeste,2021,7,1411195.869
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,7,467458.935
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,7,775535.508
Minas Gerais,Sudeste/Centro-Oeste,2021,7,4985129.621
Rio de Janeiro,Sudeste/Centro-Oeste,2021,7,2844570.055
Sao Paulo,Sudeste/Centro-Oeste,2021,7,10828769.162
Parana,Sul,2021,7,2761628.365
Rio Grande do Sul,Sul,2021,7,2428787.98
Santa Catarina,Sul,2021,7,2281866.941
Alagoas,Nordeste,2021,8,370052.877
Bahia,Nordeste,2021,8,2107448.231
Ceara,Nordeste,2021,8,1104300.756
Maranhao,Nordeste,2021,8,710540.337
Pernambuco,Nordeste,2021,8,1214305.018
Piaui,Nordeste,2021,8,340995.008
Rio Grande do Norte,Nordeste,2021,8,489419.0
Sergipe,Nordeste,2021,8,309553.364
paraiba,Nordeste,2021,8,473641.373
Acre,Norte,2021,8,86010.42139457408
Amapa,Norte,2021,8,104959.122
Amazonas,Norte,2021,8,540887.6555591617
Para,Norte,2021,8,1690144.1765713277
Rondonia,Norte,2021,8,278749.2524749365
Tocantins,Norte,2021,8,220621.03
Distrito Federal,Sudeste/Centro-Oeste,2021,8,531618.0
Espirito Santo,Sudeste/Centro-Oeste,2021,8,853937.881
Goias,Sudeste/Centro-Oeste,2021,8,1392051.07
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,8,483552.572
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,8,827059.071
Minas Gerais,Sudeste/Centro-Oeste,2021,8,5107975.717
Rio de Janeiro,Sudeste/Centro-Oeste,2021,8,2916071.945
Sao Paulo,Sudeste/Centro-Oeste,2021,8,10922857.82
Parana,Sul,2021,8,2844409.017
Rio Grande do Sul,Sul,2021,8,2454518.628
Santa Catarina,Sul,2021,8,2308017.238
Alagoas,Nordeste,2021,9,392569.566
Bahia,Nordeste,2021,9,2078646.295
Ceara,Nordeste,2021,9,1124507.851
Maranhao,Nordeste,2021,9,737062.766
Pernambuco,Nordeste,2021,9,1215559.531
Piaui,Nordeste,2021,9,361856.094
Rio Grande do Norte,Nordeste,2021,9,498197.0
Sergipe,Nordeste,2021,9,315015.777
paraiba,Nordeste,2021,9,477189.224
Acre,Norte,2021,9,96948.25618766925
Amapa,Norte,2021,9,105012.772
Amazonas,Norte,2021,9,543440.4914721515
Para,Norte,2021,9,1661569.2364419329
Rondonia,Norte,2021,9,290192.9658982462
Tocantins,Norte,2021,9,229839.401
Distrito Federal,Sudeste/Centro-Oeste,2021,9,563586.0
Espirito Santo,Sudeste/Centro-Oeste,2021,9,888786.878
Goias,Sudeste/Centro-Oeste,2021,9,1547367.238
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,9,542711.03
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,9,912263.806
Minas Gerais,Sudeste/Centro-Oeste,2021,9,5120934.38
Rio de Janeiro,Sudeste/Centro-Oeste,2021,9,3106544.249
Sao Paulo,Sudeste/Centro-Oeste,2021,9,11552699.3
Parana,Sul,2021,9,2817033.957
Rio Grande do Sul,Sul,2021,9,2272740.167
Santa Catarina,Sul,2021,9,2259320.139
Alagoas,Nordeste,2021,10,391255.511
Bahia,Nordeste,2021,10,2263469.962
Ceara,Nordeste,2021,10,1144290.734
Maranhao,Nordeste,2021,10,747444.839
Pernambuco,Nordeste,2021,10,1317791.705
Piaui,Nordeste,2021,10,355231.066
Rio Grande do Norte,Nordeste,2021,10,506332.0
Sergipe,Nordeste,2021,10,324440.075
paraiba,Nordeste,2021,10,500605.357
Acre,Norte,2021,10,99848.31149491851
Amapa,Norte,2021,10,104087.781
Amazonas,Norte,2021,10,542406.4166724002
Para,Norte,2021,10,1689879.1811021287
Rondonia,Norte,2021,10,294071.32873055263
Tocantins,Norte,2021,10,225903.328
Distrito Federal,Sudeste/Centro-Oeste,2021,10,568608.0
Espirito Santo,Sudeste/Centro-Oeste,2021,10,935817.596
Goias,Sudeste/Centro-Oeste,2021,10,1588550.986
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,10,543038.09
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,10,905861.191
Minas Gerais,Sudeste/Centro-Oeste,2021,10,5202373.755
Rio de Janeiro,Sudeste/Centro-Oeste,2021,10,3077992.175
Sao Paulo,Sudeste/Centro-Oeste,2021,10,11581096.372
Parana,Sul,2021,10,2894959.463
Rio Grande do Sul,Sul,2021,10,2302179.794
Santa Catarina,Sul,2021,10,2256284.867
Alagoas,Nordeste,2021,11,389946.042
Bahia,Nordeste,2021,11,2215322.773
Ceara,Nordeste,2021,11,1147996.233
Maranhao,Nordeste,2021,11,732898.132
Pernambuco,Nordeste,2021,11,1316856.526
Piaui,Nordeste,2021,11,342779.813
Rio Grande do Norte,Nordeste,2021,11,519893.0
Sergipe,Nordeste,2021,11,324245.739
paraiba,Nordeste,2021,11,503351.759
Acre,Norte,2021,11,89404.76247318283
Amapa,Norte,2021,11,105587.201
Amazonas,Norte,2021,11,538135.1373539268
Para,Norte,2021,11,1702642.276745847
Rondonia,Norte,2021,11,276002.3454270435
Tocantins,Norte,2021,11,210314.449
Distrito Federal,Sudeste/Centro-Oeste,2021,11,544758.0
Espirito Santo,Sudeste/Centro-Oeste,2021,11,854372.867
Goias,Sudeste/Centro-Oeste,2021,11,1472422.709
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,11,531198.229
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,11,823229.693
Minas Gerais,Sudeste/Centro-Oeste,2021,11,4998163.96
Rio de Janeiro,Sudeste/Centro-Oeste,2021,11,3061525.595
Sao Paulo,Sudeste/Centro-Oeste,2021,11,11322958.187
Parana,Sul,2021,11,2882110.141
Rio Grande do Sul,Sul,2021,11,2424207.02
Santa Catarina,Sul,2021,11,2300041.241
Alagoas,Nordeste,2021,12,450239.63
Bahia,Nordeste,2021,12,2217221.029
Ceara,Nordeste,2021,12,1192039.83
Maranhao,Nordeste,2021,12,737343.065
Pernambuco,Nordeste,2021,12,1370287.454
Piaui,Nordeste,2021,12,348499.65
Rio Grande do Norte,Nordeste,2021,12,532188.0
Sergipe,Nordeste,2021,12,346052.833
paraiba,Nordeste,2021,12,530933.336
Acre,Norte,2021,12,89074.06280266999
Amapa,Norte,2021,12,92729.826
Amazonas,Norte,2021,12,507455.2414760282
Para,Norte,2021,12,1754275.7632990114
Rondonia,Norte,2021,12,279867.33242229046
Tocantins,Norte,2021,12,204081.923
Distrito Federal,Sudeste/Centro-Oeste,2021,12,559551.0
Espirito Santo,Sudeste/Centro-Oeste,2021,12,862080.207
Goias,Sudeste/Centro-Oeste,2021,12,1481524.644
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,12,559317.812
Mato Grosso do Sul,Sudeste/Centro-Oeste,2021,12,821405.423
Minas Gerais,Sudeste/Centro-Oeste,2021,12,4950735.49
Rio de Janeiro,Sudeste/Centro-Oeste,2021,12,3215596.419
Sao Paulo,Sudeste/Centro-Oeste,2021,12,11694461.406
Parana,Sul,2021,12,2981306.177
Rio Grande do Sul,Sul,2021,12,2588499.689
Santa Catarina,Sul,2021,12,2324238.935
Alagoas,Nordeste,2022,1,429185.264
Bahia,Nordeste,2022,1,2132622.697
Ceara,Nordeste,2022,1,1093173.541
Maranhao,Nordeste,2022,1,659935.12
Pernambuco,Nordeste,2022,1,1302832.853
Piaui,Nordeste,2022,1,309775.147
Rio Grande do Norte,Nordeste,2022,1,526707.0
Sergipe,Nordeste,2022,1,327519.17
paraiba,Nordeste,2022,1,495134.839
Acre,Norte,2022,1,89607.6350643849
Amapa,Norte,2022,1,83850.692
Amazonas,Norte,2022,1,496664.9745612014
Para,Norte,2022,1,1671816.0382720022
Rondonia,Norte,2022,1,268407.4381024115
Tocantins,Norte,2022,1,187384.832
Distrito Federal,Sudeste/Centro-Oeste,2022,1,524170.0
Espirito Santo,Sudeste/Centro-Oeste,2022,1,875956.757
Goias,Sudeste/Centro-Oeste,2022,1,1385566.54
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,1,573378.749
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,1,771028.146
Minas Gerais,Sudeste/Centro-Oeste,2022,1,4942128.025
Rio de Janeiro,Sudeste/Centro-Oeste,2022,1,3300621.568
Sao Paulo,Sudeste/Centro-Oeste,2022,1,11408096.504
Parana,Sul,2022,1,3068447.322
Rio Grande do Sul,Sul,2022,1,2892228.476
Santa Catarina,Sul,2022,1,2535039.422
Alagoas,Nordeste,2022,2,434749.52
Bahia,Nordeste,2022,2,2085483.075
Ceara,Nordeste,2022,2,1029968.441
Maranhao,Nordeste,2022,2,614653.101
Pernambuco,Nordeste,2022,2,1282724.041
Piaui,Nordeste,2022,2,291532.426
Rio Grande do Norte,Nordeste,2022,2,474452.0
Sergipe,Nordeste,2022,2,329924.439
paraiba,Nordeste,2022,2,463191.169
Acre,Norte,2022,2,82833.68582927932
Amapa,Norte,2022,2,73298.755
Amazonas,Norte,2022,2,475579.6970886431
Para,Norte,2022,2,1483828.7321945766
Rondonia,Norte,2022,2,244636.89588750084
Tocantins,Norte,2022,2,185623.529
Distrito Federal,Sudeste/Centro-Oeste,2022,2,512836.0
Espirito Santo,Sudeste/Centro-Oeste,2022,2,889724.886
Goias,Sudeste/Centro-Oeste,2022,2,1388130.274
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,2,555793.654
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,2,754479.579
Minas Gerais,Sudeste/Centro-Oeste,2022,2,4680352.99
Rio de Janeiro,Sudeste/Centro-Oeste,2022,2,3409115.573
Sao Paulo,Sudeste/Centro-Oeste,2022,2,11347218.769
Parana,Sul,2022,2,3121502.992
Rio Grande do Sul,Sul,2022,2,2843122.965
Santa Catarina,Sul,2022,2,2578342.935
Alagoas,Nordeste,2022,3,461674.279
Bahia,Nordeste,2022,3,2249515.982
Ceara,Nordeste,2022,3,1066554.309
Maranhao,Nordeste,2022,3,665327.113
Pernambuco,Nordeste,2022,3,1336981.976
Piaui,Nordeste,2022,3,311620.18
Rio Grande do Norte,Nordeste,2022,3,512403.0
Sergipe,Nordeste,2022,3,350565.119
paraiba,Nordeste,2022,3,512456.818
Acre,Norte,2022,3,85611.62083203295
Amapa,Norte,2022,3,80397.808
Amazonas,Norte,2022,3,514733.6476962984
Para,Norte,2022,3,1600867.6103903598
Rondonia,Norte,2022,3,274655.032081309
Tocantins,Norte,2022,3,207787.432
Distrito Federal,Sudeste/Centro-Oeste,2022,3,536475.0
Espirito Santo,Sudeste/Centro-Oeste,2022,3,1017082.684
Goias,Sudeste/Centro-Oeste,2022,3,1403617.871
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,3,607784.641
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,3,833712.186
Minas Gerais,Sudeste/Centro-Oeste,2022,3,5339645.969
Rio de Janeiro,Sudeste/Centro-Oeste,2022,3,3637625.702
Sao Paulo,Sudeste/Centro-Oeste,2022,3,12023829.029
Parana,Sul,2022,3,3238680.892
Rio Grande do Sul,Sul,2022,3,2853347.789
Santa Catarina,Sul,2022,3,2671512.558
Alagoas,Nordeste,2022,4,419526.758
Bahia,Nordeste,2022,4,2223013.263
Ceara,Nordeste,2022,4,1061812.165
Maranhao,Nordeste,2022,4,646793.424
Pernambuco,Nordeste,2022,4,1283648.661
Piaui,Nordeste,2022,4,304836.265
Rio Grande do Norte,Nordeste,2022,4,489803.0
Sergipe,Nordeste,2022,4,330332.725
paraiba,Nordeste,2022,4,485090.183
Acre,Norte,2022,4,86788.71018482787
Amapa,Norte,2022,4,82788.296
Amazonas,Norte,2022,4,488194.67003744806
Para,Norte,2022,4,1566707.429473743
Rondonia,Norte,2022,4,265368.54330398096
Tocantins,Norte,2022,4,212078.142
Distrito Federal,Sudeste/Centro-Oeste,2022,4,546489.0
Espirito Santo,Sudeste/Centro-Oeste,2022,4,937750.393
Goias,Sudeste/Centro-Oeste,2022,4,1496827.687
