state,subsystem,year,month,MWh
Rondonia,Norte,2024,1,312476.5649033631
Tocantins,Norte,2024,1,233157.465
Distrito Federal,Sudeste/Centro-Oeste,2024,1,550659.471
Espirito Santo,Sudeste/Centro-Oeste,2024,1,1072327.834
Goias,Sudeste/Centro-Oeste,2024,1,1655495.538
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,1,601144.009
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,1,894993.358
Minas Gerais,Sudeste/Centro-Oeste,2024,1,5545890.519
Rio de Janeiro,Sudeste/Centro-Oeste,2024,1,3471033.156
Sao Paulo,Sudeste/Centro-Oeste,2024,1,12389253.683
Parana,Sul,2024,1,3362747.206
Rio Grande do Sul,Sul,2024,1,2772863.771
Santa Catarina,Sul,2024,1,2757820.41
Alagoas,Nordeste,2024,2,484099.301
Bahia,Nordeste,2024,2,2272219.526
Ceara,Nordeste,2024,2,1196713.734
Maranhao,Nordeste,2024,2,1138460.184
Pernambuco,Nordeste,2024,2,1312687.501
Piaui,Nordeste,2024,2,354119.452
Rio Grande do Norte,Nordeste,2024,2,514396.0
Sergipe,Nordeste,2024,2,345894.968
paraiba,Nordeste,2024,2,534228.968
Acre,Norte,2024,2,99224.08066060637
Amapa,Norte,2024,2,107713.974
Amazonas,Norte,2024,2,593031.3918241799
Para,Norte,2024,2,1743113.3097824971
Rondonia,Norte,2024,2,295547.2587327168
Tocantins,Norte,2024,2,225225.258
Distrito Federal,Sudeste/Centro-Oeste,2024,2,564530.983
Espirito Santo,Sudeste/Centro-Oeste,2024,2,998838.259
Goias,Sudeste/Centro-Oeste,2024,2,1592102.989
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,2,601134.962
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,2,877192.172
Minas Gerais,Sudeste/Centro-Oeste,2024,2,5260005.387
Rio de Janeiro,Sudeste/Centro-Oeste,2024,2,3434558.978
Sao Paulo,Sudeste/Centro-Oeste,2024,2,12426745.232
Parana,Sul,2024,2,3320479.356
Rio Grande do Sul,Sul,2024,2,2958557.988
Santa Catarina,Sul,2024,2,2875369.558
Alagoas,Nordeste,2024,3,539348.756
Bahia,Nordeste,2024,3,2309713.215
Ceara,Nordeste,2024,3,1102033.643
Maranhao,Nordeste,2024,3,1136387.634
Pernambuco,Nordeste,2024,3,1366703.561
Piaui,Nordeste,2024,3,357878.361
Rio Grande do Norte,Nordeste,2024,3,514805.0
Sergipe,Nordeste,2024,3,373204.702
paraiba,Nordeste,2024,3,543258.141
Acre,Norte,2024,3,99319.87735250437
Amapa,Norte,2024,3,107036.853
Amazonas,Norte,2024,3,610479.8612990353
Para,Norte,2024,3,1832335.330066488
Rondonia,Norte,2024,3,311519.3562819726
Tocantins,Norte,2024,3,253264.668
Distrito Federal,Sudeste/Centro-Oeste,2024,3,550704.027
Espirito Santo,Sudeste/Centro-Oeste,2024,3,1121381.653
Goias,Sudeste/Centro-Oeste,2024,3,1642508.93
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,3,631103.16
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,3,938563.295
Minas Gerais,Sudeste/Centro-Oeste,2024,3,5665542.965
Rio de Janeiro,Sudeste/Centro-Oeste,2024,3,3573075.295
Sao Paulo,Sudeste/Centro-Oeste,2024,3,12768301.258
Parana,Sul,2024,3,3460938.604
Rio Grande do Sul,Sul,2024,3,3057378.912
Santa Catarina,Sul,2024,3,2835663.841
Alagoas,Nordeste,2024,4,474724.403
Bahia,Nordeste,2024,4,2405460.622
Ceara,Nordeste,2024,4,1142601.09
Maranhao,Nordeste,2024,4,1133661.448
Pernambuco,Nordeste,2024,4,1371987.716
Piaui,Nordeste,2024,4,363188.96
Rio Grande do Norte,Nordeste,2024,4,516568.0
Sergipe,Nordeste,2024,4,362338.052
paraiba,Nordeste,2024,4,564788.738
Acre,Norte,2024,4,109430.50710159708
Amapa,Norte,2024,4,112317.918
Amazonas,Norte,2024,4,608697.0471687813
Para,Norte,2024,4,1802429.2845196114
Rondonia,Norte,2024,4,322445.22421001014
Tocantins,Norte,2024,4,260434.862
Distrito Federal,Sudeste/Centro-Oeste,2024,4,548624.423
Espirito Santo,Sudeste/Centro-Oeste,2024,4,1095874.175
Goias,Sudeste/Centro-Oeste,2024,4,1667302.152
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,4,626833.681
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,4,920272.049
Minas Gerais,Sudeste/Centro-Oeste,2024,4,5638844.07
Rio de Janeiro,Sudeste/Centro-Oeste,2024,4,3447798.435
Sao Paulo,Sudeste/Centro-Oeste,2024,4,12558989.524
Parana,Sul,2024,4,3402605.452
Rio Grande do Sul,Sul,2024,4,2815124.454
Santa Catarina,Sul,2024,4,2859228.572
Alagoas,Nordeste,2024,5,460361.183
Bahia,Nordeste,2024,5,2315927.159
Ceara,Nordeste,2024,5,1190295.865
Maranhao,Nordeste,2024,5,1215818.868
Pernambuco,Nordeste,2024,5,1357944.739
Piaui,Nordeste,2024,5,386308.128
Rio Grande do Norte,Nordeste,2024,5,507431.0
Sergipe,Nordeste,2024,5,354544.216
paraiba,Nordeste,2024,5,553484.873
Acre,Norte,2024,5,108313.81917492012
Amapa,Norte,2024,5,113105.849
Amazonas,Norte,2024,5,624213.5935083771
Para,Norte,2024,5,1930842.4934496148
Rondonia,Norte,2024,5,333748.5268670878
Tocantins,Norte,2024,5,274984.958
Distrito Federal,Sudeste/Centro-Oeste,2024,5,559344.555
Espirito Santo,Sudeste/Centro-Oeste,2024,5,1102283.417
Goias,Sudeste/Centro-Oeste,2024,5,1690110.858
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,5,602592.09
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,5,927730.54
Minas Gerais,Sudeste/Centro-Oeste,2024,5,5652577.192
Rio de Janeiro,Sudeste/Centro-Oeste,2024,5,3439945.508
Sao Paulo,Sudeste/Centro-Oeste,2024,5,12776183.675
Parana,Sul,2024,5,3332554.309
Rio Grande do Sul,Sul,2024,5,2465771.387
Santa Catarina,Sul,2024,5,2584579.583
Alagoas,Nordeste,2024,6,427272.241
Bahia,Nordeste,2024,6,2352718.599
Ceara,Nordeste,2024,6,1169057.589
Maranhao,Nordeste,2024,6,1239586.181
Pernambuco,Nordeste,2024,6,1305674.346
Piaui,Nordeste,2024,6,393224.052
Rio Grande do Norte,Nordeste,2024,6,495406.0
Sergipe,Nordeste,2024,6,328737.475
paraiba,Nordeste,2024,6,519179.324
Acre,Norte,2024,6,96712.92650393993
Amapa,Norte,2024,6,115322.644
Amazonas,Norte,2024,6,608066.8594594199
Para,Norte,2024,6,1949262.1954884776
Rondonia,Norte,2024,6,310812.1335481625
Tocantins,Norte,2024,6,264620.71
Distrito Federal,Sudeste/Centro-Oeste,2024,6,559435.913
Espirito Santo,Sudeste/Centro-Oeste,2024,6,1015038.254
Goias,Sudeste/Centro-Oeste,2024,6,1697839.429
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,6,538600.383
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,6,844334.975
Minas Gerais,Sudeste/Centro-Oeste,2024,6,5604390.684
Rio de Janeiro,Sudeste/Centro-Oeste,2024,6,3174054.153
Sao Paulo,Sudeste/Centro-Oeste,2024,6,12184664.9
Parana,Sul,2024,6,3165774.0
Rio Grande do Sul,Sul,2024,6,2432816.726
Santa Catarina,Sul,2024,6,2614662.653
Alagoas,Nordeste,2024,7,437674.653
Bahia,Nordeste,2024,7,2277251.521
Ceara,Nordeste,2024,7,1141769.214
Maranhao,Nordeste,2024,7,1239677.118
Pernambuco,Nordeste,2024,7,1230629.262
Piaui,Nordeste,2024,7,376578.569
Rio Grande do Norte,Nordeste,2024,7,480375.0
Sergipe,Nordeste,2024,7,326774.446
paraiba,Nordeste,2024,7,510096.57
Acre,Norte,2024,7,98613.80087759413
Amapa,Norte,2024,7,116886.065
Amazonas,Norte,2024,7,656672.0035599062
Para,Norte,2024,7,2015831.9952140006
Rondonia,Norte,2024,7,321603.8083484994
Tocantins,Norte,2024,7,260121.226
Distrito Federal,Sudeste/Centro-Oeste,2024,7,509100.198
Espirito Santo,Sudeste/Centro-Oeste,2024,7,1079355.548
Goias,Sudeste/Centro-Oeste,2024,7,1652789.009
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,7,551330.494
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,7,882541.202
Minas Gerais,Sudeste/Centro-Oeste,2024,7,5694551.066
Rio de Janeiro,Sudeste/Centro-Oeste,2024,7,3044350.258
Sao Paulo,Sudeste/Centro-Oeste,2024,7,11616457.666
Parana,Sul,2024,7,3170534.282
Rio Grande do Sul,Sul,2024,7,2489718.052
Santa Catarina,Sul,2024,7,2499170.868
Alagoas,Nordeste,2024,8,460318.251
Bahia,Nordeste,2024,8,2274255.755
Ceara,Nordeste,2024,8,1190545.221
Maranhao,Nordeste,2024,8,1274786.334
Pernambuco,Nordeste,2024,8,1265292.23
Piaui,Nordeste,2024,8,387287.116
Rio Grande do Norte,Nordeste,2024,8,487184.0
Sergipe,Nordeste,2024,8,334622.358
paraiba,Nordeste,2024,8,511261.947
Acre,Norte,2024,8,104472.07917465703
Amapa,Norte,2024,8,125070.531
Amazonas,Norte,2024,8,691348.8945175816
Para,Norte,2024,8,2052412.1213917264
Rondonia,Norte,2024,8,326371.1999160351
Tocantins,Norte,2024,8,262447.457
Distrito Federal,Sudeste/Centro-Oeste,2024,8,530243.553
Espirito Santo,Sudeste/Centro-Oeste,2024,8,1041707.517
Goias,Sudeste/Centro-Oeste,2024,8,1665784.086
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,8,560659.403
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,8,936424.678
Minas Gerais,Sudeste/Centro-Oeste,2024,8,5727643.657
Rio de Janeiro,Sudeste/Centro-Oeste,2024,8,3032068.933
Sao Paulo,Sudeste/Centro-Oeste,2024,8,12015116.607
Parana,Sul,2024,8,3213933.527
Rio Grande do Sul,Sul,2024,8,2780699.291
Santa Catarina,Sul,2024,8,2634444.669
Alagoas,Nordeste,2024,9,458290.762
Bahia,Nordeste,2024,9,2314194.407
Ceara,Nordeste,2024,9,1190325.805
Maranhao,Nordeste,2024,9,1308716.449
Pernambuco,Nordeste,2024,9,1275192.347
Piaui,Nordeste,2024,9,416967.131
Rio Grande do Norte,Nordeste,2024,9,507442.0
Sergipe,Nordeste,2024,9,337183.131
paraiba,Nordeste,2024,9,506194.318
Acre,Norte,2024,9,106183.94117242564
Amapa,Norte,2024,9,130816.788
Amazonas,Norte,2024,9,698486.3384209598
Para,Norte,2024,9,2032734.9292737118
Rondonia,Norte,2024,9,350071.05213290267
Tocantins,Norte,2024,9,283442.85
Distrito Federal,Sudeste/Centro-Oeste,2024,9,552742.381
Espirito Santo,Sudeste/Centro-Oeste,2024,9,1104105.694
Goias,Sudeste/Centro-Oeste,2024,9,1728561.373
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,9,548826.401
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,9,985363.593
Minas Gerais,Sudeste/Centro-Oeste,2024,9,5691257.132
Rio de Janeiro,Sudeste/Centro-Oeste,2024,9,3092391.839
Sao Paulo,Sudeste/Centro-Oeste,2024,9,12287612.588
Parana,Sul,2024,9,3203619.644
Rio Grande do Sul,Sul,2024,9,2588019.689
Santa Catarina,Sul,2024,9,2444175.359
Alagoas,Nordeste,2024,10,451738.399
Bahia,Nordeste,2024,10,2286144.034
Ceara,Nordeste,2024,10,1188821.571
Maranhao,Nordeste,2024,10,1355064.735
Pernambuco,Nordeste,2024,10,1270152.789
Piaui,Nordeste,2024,10,430611.794
Rio Grande do Norte,Nordeste,2024,10,500768.0
Sergipe,Nordeste,2024,10,352837.46
paraiba,Nordeste,2024,10,550471.432
Acre,Norte,2024,10,118641.83333745023
Amapa,Norte,2024,10,132938.341
Amazonas,Norte,2024,10,702218.1861715978
Para,Norte,2024,10,2037019.721480867
Rondonia,Norte,2024,10,366838.950010085
Tocantins,Norte,2024,10,305543.745
Distrito Federal,Sudeste/Centro-Oeste,2024,10,566541.499
Espirito Santo,Sudeste/Centro-Oeste,2024,10,1075462.305
Goias,Sudeste/Centro-Oeste,2024,10,1867675.796
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,10,601885.042
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,10,1106858.208
Minas Gerais,Sudeste/Centro-Oeste,2024,10,5958147.019
Rio de Janeiro,Sudeste/Centro-Oeste,2024,10,3273920.665
Sao Paulo,Sudeste/Centro-Oeste,2024,10,12776923.902
Parana,Sul,2024,10,3346728.444
Rio Grande do Sul,Sul,2024,10,2537101.19
Santa Catarina,Sul,2024,10,2564772.398
Alagoas,Nordeste,2024,11,490343.425
Bahia,Nordeste,2024,11,2401339.107
Ceara,Nordeste,2024,11,1260162.825
Maranhao,Nordeste,2024,11,1389585.709
Pernambuco,Nordeste,2024,11,1351540.475
Piaui,Nordeste,2024,11,444419.776
Rio Grande do Norte,Nordeste,2024,11,521928.0
Sergipe,Nordeste,2024,11,345636.103
paraiba,Nordeste,2024,11,545977.426
Acre,Norte,2024,11,107797.0373234549
Amapa,Norte,2024,11,131422.574
Amazonas,Norte,2024,11,666749.5967397712
Para,Norte,2024,11,2046850.3595060878
Rondonia,Norte,2024,11,331144.16043068614
Tocantins,Norte,2024,11,269165.744
Distrito Federal,Sudeste/Centro-Oeste,2024,11,567066.041
Espirito Santo,Sudeste/Centro-Oeste,2024,11,996572.984
Goias,Sudeste/Centro-Oeste,2024,11,1743867.378
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,11,589623.49
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,11,1007852.313
Minas Gerais,Sudeste/Centro-Oeste,2024,11,5463519.057
Rio de Janeiro,Sudeste/Centro-Oeste,2024,11,3170106.287
Sao Paulo,Sudeste/Centro-Oeste,2024,11,12587244.634
Parana,Sul,2024,11,3379204.644
Rio Grande do Sul,Sul,2024,11,2689926.767
Santa Catarina,Sul,2024,11,2602179.307
Alagoas,Nordeste,2024,12,541356.09
Bahia,Nordeste,2024,12,2361236.184
Ceara,Nordeste,2024,12,1202224.357
Maranhao,Nordeste,2024,12,1352833.21
Pernambuco,Nordeste,2024,12,1391177.826
Piaui,Nordeste,2024,12,426785.182
Rio Grande do Norte,Nordeste,2024,12,532543.0
Sergipe,Nordeste,2024,12,376018.01
paraiba,Nordeste,2024,12,579827.14
Acre,Norte,2024,12,105621.2470526507
Amapa,Norte,2024,12,122835.875
Amazonas,Norte,2024,12,617875.2880834019
Para,Norte,2024,12,2096362.5057908366
Rondonia,Norte,2024,12,319726.51607311115
Tocantins,Norte,2024,12,255770.818
Distrito Federal,Sudeste/Centro-Oeste,2024,12,557184.228
Espirito Santo,Sudeste/Centro-Oeste,2024,12,1162238.667
Goias,Sudeste/Centro-Oeste,2024,12,1706600.153
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,12,612664.13
Mato Grosso do Sul,Sudeste/Centro-Oeste,2024,12,907763.303
Minas Gerais,Sudeste/Centro-Oeste,2024,12,5644098.394
Rio de Janeiro,Sudeste/Centro-Oeste,2024,12,3134605.568
Sao Paulo,Sudeste/Centro-Oeste,2024,12,12542877.713
Parana,Sul,2024,12,3294464.182
Rio Grande do Sul,Sul,2024,12,2753942.671
Santa Catarina,Sul,2024,12,2534766.964
Alagoas,Nordeste,2025,1,496516.394
Bahia,Nordeste,2025,1,2288322.276
Ceara,Nordeste,2025,1,1223595.429
Maranhao,Nordeste,2025,1,1296920.363
Pernambuco,Nordeste,2025,1,1288423.653
Piaui,Nordeste,2025,1,394181.0
Rio Grande do Norte,Nordeste,2025,1,533550.0
Sergipe,Nordeste,2025,1,373579.392
paraiba,Nordeste,2025,1,582603.794
Acre,Norte,2025,1,104384.3609191098
Amapa,Norte,2025,1,111623.609
Amazonas,Norte,2025,1,603435.8363008396
Para,Norte,2025,1,2022716.4528487807
Rondonia,Norte,2025,1,304385.3309312703
Tocantins,Norte,2025,1,233691.923
Distrito Federal,Sudeste/Centro-Oeste,2025,1,506167.0
Espirito Santo,Sudeste/Centro-Oeste,2025,1,1122720.432
Goias,Sudeste/Centro-Oeste,2025,1,1632337.568
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,1,595393.042
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,1,883177.021
Minas Gerais,Sudeste/Centro-Oeste,2025,1,5576110.711
Rio de Janeiro,Sudeste/Centro-Oeste,2025,1,3436496.761
Sao Paulo,Sudeste/Centro-Oeste,2025,1,12423193.311
Parana,Sul,2025,1,3393396.645
Rio Grande do Sul,Sul,2025,1,2780461.526
Santa Catarina,Sul,2025,1,2709211.072
Alagoas,Nordeste,2025,2,477121.07
Bahia,Nordeste,2025,2,2275754.102
Ceara,Nordeste,2025,2,1174723.066
Maranhao,Nordeste,2025,2,1218536.754
Pernambuco,Nordeste,2025,2,1282369.303
Piaui,Nordeste,2025,2,363352.0
Rio Grande do Norte,Nordeste,2025,2,500048.0
Sergipe,Nordeste,2025,2,367761.48
paraiba,Nordeste,2025,2,550485.461
Acre,Norte,2025,2,102029.49468590213
Amapa,Norte,2025,2,106793.064
Amazonas,Norte,2025,2,586262.3156479545
Para,Norte,2025,2,1816599.8013125497
Rondonia,Norte,2025,2,303350.42535359366
Tocantins,Norte,2025,2,233468.373
Distrito Federal,Sudeste/Centro-Oeste,2025,2,543253.0
Espirito Santo,Sudeste/Centro-Oeste,2025,2,1151443.441
Goias,Sudeste/Centro-Oeste,2025,2,1640047.379
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,2,629392.684
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,2,887593.755
Minas Gerais,Sudeste/Centro-Oeste,2025,2,5339797.644
Rio de Janeiro,Sudeste/Centro-Oeste,2025,2,3621625.092
Sao Paulo,Sudeste/Centro-Oeste,2025,2,12763744.125
Parana,Sul,2025,2,3537244.184
Rio Grande do Sul,Sul,2025,2,3201647.384
Santa Catarina,Sul,2025,2,2964183.834
Alagoas,Nordeste,2025,3,502145.662
Bahia,Nordeste,2025,3,2348196.77
Ceara,Nordeste,2025,3,1133106.156
Maranhao,Nordeste,2025,3,1276307.166
Pernambuco,Nordeste,2025,3,1300594.816
Piaui,Nordeste,2025,3,365623.0
Rio Grande do Norte,Nordeste,2025,3,501678.0
Sergipe,Nordeste,2025,3,373161.679
paraiba,Nordeste,2025,3,561491.299
Acre,Norte,2025,3,101403.33169410811
Amapa,Norte,2025,3,103573.719
Amazonas,Norte,2025,3,601869.6003632419
Para,Norte,2025,3,1921499.39373986
Rondonia,Norte,2025,3,308597.30420279
Tocantins,Norte,2025,3,251261.093
Distrito Federal,Sudeste/Centro-Oeste,2025,3,571936.0
Espirito Santo,Sudeste/Centro-Oeste,2025,3,1179957.25
Goias,Sudeste/Centro-Oeste,2025,3,1722041.575
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,3,633425.304
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,3,930061.96
Minas Gerais,Sudeste/Centro-Oeste,2025,3,5946602.534
Rio de Janeiro,Sudeste/Centro-Oeste,2025,3,3703449.989
Sao Paulo,Sudeste/Centro-Oeste,2025,3,12923382.243
Parana,Sul,2025,3,3695064.59
Rio Grande do Sul,Sul,2025,3,3088918.254
Santa Catarina,Sul,2025,3,2965113.37
Alagoas,Nordeste,2025,4,481264.917
Bahia,Nordeste,2025,4,2392000.792
Ceara,Nordeste,2025,4,1146445.204
Maranhao,Nordeste,2025,4,1312810.999
Pernambuco,Nordeste,2025,4,1307131.626
Piaui,Nordeste,2025,4,383885.0
Rio Grande do Norte,Nordeste,2025,4,495492.0
Sergipe,Nordeste,2025,4,373995.474
paraiba,Nordeste,2025,4,558566.143
Acre,Norte,2025,4,102628.1684260581
Amapa,Norte,2025,4,111594.615
Amazonas,Norte,2025,4,612516.2885548301
Para,Norte,2025,4,1991281.3576433696
Rondonia,Norte,2025,4,303399.4873757421
Tocantins,Norte,2025,4,269142.48
Distrito Federal,Sudeste/Centro-Oeste,2025,4,549810.0
Espirito Santo,Sudeste/Centro-Oeste,2025,4,1072921.631
Goias,Sudeste/Centro-Oeste,2025,4,1774635.259
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,4,597367.539
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,4,930600.559
Minas Gerais,Sudeste/Centro-Oeste,2025,4,5634864.93
Rio de Janeiro,Sudeste/Centro-Oeste,2025,4,3311244.872
Sao Paulo,Sudeste/Centro-Oeste,2025,4,12335973.997
Parana,Sul,2025,4,3384173.419
Rio Grande do Sul,Sul,2025,4,2738836.879
Santa Catarina,Sul,2025,4,2620630.658
Alagoas,Nordeste,2025,5,498810.481
Bahia,Nordeste,2025,5,2357209.587
Ceara,Nordeste,2025,5,1230944.28
Maranhao,Nordeste,2025,5,1384772.271
Pernambuco,Nordeste,2025,5,1341068.853
Piaui,Nordeste,2025,5,410201.0
Rio Grande do Norte,Nordeste,2025,5,525864.0
Sergipe,Nordeste,2025,5,376105.792
paraiba,Nordeste,2025,5,584841.787
Acre,Norte,2025,5,109359.33338085584
Amapa,Norte,2025,5,111931.327
Amazonas,Norte,2025,5,647998.1097662331
Para,Norte,2025,5,2021554.3213238006
Rondonia,Norte,2025,5,335432.81852911046
Tocantins,Norte,2025,5,278468.893
Distrito Federal,Sudeste/Centro-Oeste,2025,5,544717.0
Espirito Santo,Sudeste/Centro-Oeste,2025,5,1068014.808
Goias,Sudeste/Centro-Oeste,2025,5,1698614.358
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,5,546287.119
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,5,958329.164
Minas Gerais,Sudeste/Centro-Oeste,2025,5,5665591.548
Rio de Janeiro,Sudeste/Centro-Oeste,2025,5,3100288.959
Sao Paulo,Sudeste/Centro-Oeste,2025,5,12225580.167
Parana,Sul,2025,5,3246306.646
Rio Grande do Sul,Sul,2025,5,2626442.275
Santa Catarina,Sul,2025,5,2545877.188
Alagoas,Nordeste,2025,6,429417.133
Bahia,Nordeste,2025,6,2279937.015
Ceara,Nordeste,2025,6,1201127.206
Maranhao,Nordeste,2025,6,1347473.033
Pernambuco,Nordeste,2025,6,1238891.798
Piaui,Nordeste,2025,6,411563.0
Rio Grande do Norte,Nordeste,2025,6,501473.0
Sergipe,Nordeste,2025,6,334427.157
paraiba,Nordeste,2025,6,534349.266
Acre,Norte,2025,6,101944.5832610257
Amapa,Norte,2025,6,113257.348
Amazonas,Norte,2025,6,622085.7758375106
Para,Norte,2025,6,2016262.4785865538
Rondonia,Norte,2025,6,319430.35531490995
Tocantins,Norte,2025,6,282189.932
Distrito Federal,Sudeste/Centro-Oeste,2025,6,522435.0
Espirito Santo,Sudeste/Centro-Oeste,2025,6,982675.485
Goias,Sudeste/Centro-Oeste,2025,6,1715061.057
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,6,503546.622
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,6,889878.629
Minas Gerais,Sudeste/Centro-Oeste,2025,6,5580803.044
Rio de Janeiro,Sudeste/Centro-Oeste,2025,6,2926260.237
Sao Paulo,Sudeste/Centro-Oeste,2025,6,11753258.268
Parana,Sul,2025,6,3160836.378
Rio Grande do Sul,Sul,2025,6,2615936.87
Santa Catarina,Sul,2025,6,2478717.394
Alagoas,Nordeste,2025,7,411264.086
Bahia,Nordeste,2025,7,2215199.109
Ceara,Nordeste,2025,7,1157844.202
Maranhao,Nordeste,2025,7,1378997.773
Pernambuco,Nordeste,2025,7,1225399.364
Piaui,Nordeste,2025,7,415647.0
Rio Grande do Norte,Nordeste,2025,7,483045.0
Sergipe,Nordeste,2025,7,341860.288
paraiba,Nordeste,2025,7,532315.581
Acre,Norte,2025,7,94775.82542430231
Amapa,Norte,2025,7,113507.65
Amazonas,Norte,2025,7,649927.7613400454
Para,Norte,2025,7,2071725.3732712117
Rondonia,Norte,2025,7,313557.69096444047
Tocantins,Norte,2025,7,276582.039
Distrito Federal,Sudeste/Centro-Oeste,2025,7,502775.5
Espirito Santo,Sudeste/Centro-Oeste,2025,7,1001267.278
Goias,Sudeste/Centro-Oeste,2025,7,1665211.356
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,7,494914.449
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,7,894043.353
Minas Gerais,Sudeste/Centro-Oeste,2025,7,5636514.984
Rio de Janeiro,Sudeste/Centro-Oeste,2025,7,2831821.756
Sao Paulo,Sudeste/Centro-Oeste,2025,7,11847752.594
Parana,Sul,2025,7,3232354.087
Rio Grande do Sul,Sul,2025,7,2766216.447
Santa Catarina,Sul,2025,7,2518411.387
Alagoas,Nordeste,2025,8,405382.543
Bahia,Nordeste,2025,8,2259920.269
Ceara,Nordeste,2025,8,1183345.601
Maranhao,Nordeste,2025,8,1380093.359
Pernambuco,Nordeste,2025,8,1233287.144
Piaui,Nordeste,2025,8,427219.0
Rio Grande do Norte,Nordeste,2025,8,503138.0
Sergipe,Nordeste,2025,8,343544.546
paraiba,Nordeste,2025,8,543539.978
Acre,Norte,2025,8,105742.77969644633
Amapa,Norte,2025,8,122670.817
Amazonas,Norte,2025,8,670898.2954087601
Para,Norte,2025,8,2137938.102463597
Rondonia,Norte,2025,8,336134.28043119656
Tocantins,Norte,2025,8,280903.603
Distrito Federal,Sudeste/Centro-Oeste,2025,8,535519.0
Espirito Santo,Sudeste/Centro-Oeste,2025,8,1065716.035
Goias,Sudeste/Centro-Oeste,2025,8,1680620.73
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,8,508160.163
Mato Grosso do Sul,Sudeste/Centro-Oeste,2025,8,997345.886
Minas Gerais,Sudeste/Centro-Oeste,2025,8,5590628.569
Rio de Janeiro,Sudeste/Centro-Oeste,2025,8,2849733.899
Sao Paulo,Sudeste/Centro-Oeste,2025,8,11989330.035
Parana,Sul,2025,8,3191773.548
Rio Grande do Sul,Sul,2025,8,2729162.708
Santa Catarina,Sul,2025,8,2358664.798
